id,name,pinyin,aliases,common_brands,indications,contraindications,dosage,side_effects,precautions,storage,pregnancy_level,pregnancy_desc,lactation_level,lactation_desc,children_usable,children_desc,is_hot,is_active
116,恩格列净片（恩格卡）,恩格列净片（恩格卡）,,恩格卡,恩格列净，规格：10mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
117,帕罗西汀片（赛乐特）,帕罗西汀片（赛乐特）,,赛乐特,帕罗西汀，规格：20mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
118,坎地沙坦片（必洛斯）,坎地沙坦片（必洛斯）,,必洛斯,坎地沙坦，规格：8mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
119,美罗培南注射液（美平）,美罗培南注射液（美平）,,美平,美罗培南，规格：1.0g,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
120,奥美拉唑肠溶胶囊（洛赛克）,奥美拉唑肠溶胶囊（洛赛克）,,洛赛克,奥美拉唑，规格：20mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
121,拉米夫定片（贺普丁）,拉米夫定片（贺普丁）,,贺普丁,拉米夫定，规格：100mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
122,阿比多尔片（阿比特）,阿比多尔片（阿比特）,,阿比特,阿比多尔，规格：100mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
123,吡格列酮片（艾可拓）,吡格列酮片（艾可拓）,,艾可拓,吡格列酮，规格：15mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
124,阿替利珠单抗注射液（泰圣奇）,阿替利珠单抗注射液（泰圣奇）,,泰圣奇,阿替利珠单抗，规格：1200mg/20ml,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
125,尼卡地平缓释片（拜新同）,尼卡地平缓释片（拜新同）,,拜新同,尼卡地平，规格：40mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
126,瑞戈非尼片（拜万戈）,瑞戈非尼片（拜万戈）,,拜万戈,瑞戈非尼，规格：40mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
127,噻托溴铵吸入粉雾剂（思力华）,噻托溴铵吸入粉雾剂（思力华）,,思力华,噻托溴铵，规格：18μg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
128,舍曲林片（左洛复）,舍曲林片（左洛复）,,左洛复,舍曲林，规格：50mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
129,卡博替尼片（卡博西）,卡博替尼片（卡博西）,,卡博西,卡博替尼，规格：20mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
130,奥希替尼片（泰瑞沙）,奥希替尼片（泰瑞沙）,,泰瑞沙,奥希替尼，规格：80mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
131,曲美替尼片（美适亚）,曲美替尼片（美适亚）,,美适亚,曲美替尼，规格：2mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
132,西妥昔单抗注射液（爱必妥）,西妥昔单抗注射液（爱必妥）,,爱必妥,西妥昔单抗，规格：100mg/20ml,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
133,替加环素注射液（泰阁）,替加环素注射液（泰阁）,,泰阁,替加环素，规格：50mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
134,阿格列汀片（尼欣那）,阿格列汀片（尼欣那）,,尼欣那,阿格列汀，规格：25mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
135,尼洛替尼胶囊（达希纳）,尼洛替尼胶囊（达希纳）,,达希纳,尼洛替尼，规格：200mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
177,藿香正气,藿香正气,,,藿香正气，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
136,达格列净片（安达唐）,达格列净片（安达唐）,,安达唐,达格列净，规格：10mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
137,达卡他韦片（达科为）,达卡他韦片（达科为）,,达科为,达卡他韦，规格：60mg,详见说明书,详见说明书,详见说明书,详见原研药说明书,,,,,,True,,True,True
138,吲哚美辛,吲哚美辛,,,吲哚美辛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
139,奈普生,奈普生,,,奈普生，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
140,头孢克肟,头孢克肟,,,头孢克肟，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
141,头孢呋辛,头孢呋辛,,,头孢呋辛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
142,阿莫西林,阿莫西林,,,阿莫西林，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
143,克拉霉素,克拉霉素,,,克拉霉素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
144,罗红霉素,罗红霉素,,,罗红霉素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
145,莫西沙星,莫西沙星,,,莫西沙星，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
146,非洛地平,非洛地平,,,非洛地平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
147,厄贝沙坦,厄贝沙坦,,,厄贝沙坦，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
148,缬沙坦,缬沙坦,,,缬沙坦，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
149,替米沙坦,替米沙坦,,,替米沙坦，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
150,氯沙坦,氯沙坦,,,氯沙坦，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
151,美托洛尔,美托洛尔,,,美托洛尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
152,比索洛尔,比索洛尔,,,比索洛尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
153,瑞舒伐他汀,瑞舒伐他汀,,,瑞舒伐他汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
154,辛伐他汀,辛伐他汀,,,辛伐他汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
155,非诺贝特,非诺贝特,,,非诺贝特，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
156,二甲双胍,二甲双胍,,,二甲双胍，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
157,格列美脲,格列美脲,,,格列美脲，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
158,格列齐特,格列齐特,,,格列齐特，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
159,瑞格列奈,瑞格列奈,,,瑞格列奈，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
160,阿卡波糖,阿卡波糖,,,阿卡波糖，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
161,兰索拉唑,兰索拉唑,,,兰索拉唑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
162,雷贝拉唑,雷贝拉唑,,,雷贝拉唑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
163,泮托拉唑,泮托拉唑,,,泮托拉唑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
164,莫沙必利,莫沙必利,,,莫沙必利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
165,西替利嗪,西替利嗪,,,西替利嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
166,咪唑斯汀,咪唑斯汀,,,咪唑斯汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
167,非索非那定,非索非那定,,,非索非那定，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
168,依巴斯汀,依巴斯汀,,,依巴斯汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
169,单硝酸异山梨酯,单硝酸异山梨酯,,,单硝酸异山梨酯，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
170,胺碘酮,胺碘酮,,,胺碘酮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
171,地高辛,地高辛,,,地高辛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
172,华法林,华法林,,,华法林，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
173,利伐沙班,利伐沙班,,,利伐沙班，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
174,连花清瘟,连花清瘟,,,连花清瘟，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
175,板蓝根,板蓝根,,,板蓝根，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
176,双黄连,双黄连,,,双黄连，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
178,维生素C,维生素c,,,维生素C，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
179,维生素B族,维生素b族,,,维生素B族，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
180,维生素E,维生素e,,,维生素E，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
181,维生素AD,维生素ad,,,维生素AD，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
182,依托考昔,依托考昔,,,依托考昔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
183,美洛昔康,美洛昔康,,,美洛昔康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
184,吡罗昔康,吡罗昔康,,,吡罗昔康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
185,氯诺昔康,氯诺昔康,,,氯诺昔康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
186,帕瑞昔布,帕瑞昔布,,,帕瑞昔布，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
187,头孢地尼,头孢地尼,,,头孢地尼，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
188,头孢丙烯,头孢丙烯,,,头孢丙烯，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
189,头孢氨苄,头孢氨苄,,,头孢氨苄，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
190,阿莫西林克拉维酸钾,阿莫西林克拉维酸钾,,,阿莫西林克拉维酸钾，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
191,环丙沙星,环丙沙星,,,环丙沙星，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
192,加替沙星,加替沙星,,,加替沙星，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
193,多西环素,多西环素,,,多西环素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
194,米诺环素,米诺环素,,,米诺环素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
195,克林霉素,克林霉素,,,克林霉素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
196,磷霉素,磷霉素,,,磷霉素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
197,苯磺酸氨氯地平,苯磺酸氨氯地平,,,苯磺酸氨氯地平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
198,氯沙坦钾,氯沙坦钾,,,氯沙坦钾，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
199,酒石酸美托洛尔,酒石酸美托洛尔,,,酒石酸美托洛尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
200,富马酸比索洛尔,富马酸比索洛尔,,,富马酸比索洛尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
201,卡托普利,卡托普利,,,卡托普利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
202,依那普利,依那普利,,,依那普利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
203,培哚普利,培哚普利,,,培哚普利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
204,贝那普利,贝那普利,,,贝那普利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
205,雷米普利,雷米普利,,,雷米普利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
206,福辛普利,福辛普利,,,福辛普利，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
207,厄贝沙坦氢氯噻嗪,厄贝沙坦氢氯噻嗪,,,厄贝沙坦氢氯噻嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
208,缬沙坦氢氯噻嗪,缬沙坦氢氯噻嗪,,,缬沙坦氢氯噻嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
209,替米沙坦氢氯噻嗪,替米沙坦氢氯噻嗪,,,替米沙坦氢氯噻嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
210,乌拉地尔,乌拉地尔,,,乌拉地尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
211,拉贝洛尔,拉贝洛尔,,,拉贝洛尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
212,维拉帕米,维拉帕米,,,维拉帕米，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
213,地尔硫䓬,地尔硫䓬,,,地尔硫䓬，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
214,乐卡地平,乐卡地平,,,乐卡地平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
215,瑞舒伐他汀钙,瑞舒伐他汀钙,,,瑞舒伐他汀钙，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
216,普伐他汀,普伐他汀,,,普伐他汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
217,匹伐他汀,匹伐他汀,,,匹伐他汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
218,氟伐他汀,氟伐他汀,,,氟伐他汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
219,苯扎贝特,苯扎贝特,,,苯扎贝特，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
220,吉非罗齐,吉非罗齐,,,吉非罗齐，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
221,依折麦布,依折麦布,,,依折麦布，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
222,血脂康,血脂康,,,血脂康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
223,脂必妥,脂必妥,,,脂必妥，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
224,盐酸二甲双胍,盐酸二甲双胍,,,盐酸二甲双胍，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
225,格列吡嗪,格列吡嗪,,,格列吡嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
226,格列喹酮,格列喹酮,,,格列喹酮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
227,那格列奈,那格列奈,,,那格列奈，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
228,伏格列波糖,伏格列波糖,,,伏格列波糖，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
229,米格列醇,米格列醇,,,米格列醇，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
230,恩格列净,恩格列净,,,恩格列净，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
231,达格列净,达格列净,,,达格列净，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
232,利拉鲁肽,利拉鲁肽,,,利拉鲁肽，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
233,艾塞那肽,艾塞那肽,,,艾塞那肽，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
234,西格列汀,西格列汀,,,西格列汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
235,沙格列汀,沙格列汀,,,沙格列汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
236,维格列汀,维格列汀,,,维格列汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
237,利格列汀,利格列汀,,,利格列汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
238,注射用胰岛素,注射用胰岛素,,,注射用胰岛素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
239,甘精胰岛素,甘精胰岛素,,,甘精胰岛素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
240,门冬胰岛素,门冬胰岛素,,,门冬胰岛素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
241,地特胰岛素,地特胰岛素,,,地特胰岛素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
242,赖脯胰岛素,赖脯胰岛素,,,赖脯胰岛素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
243,埃索美拉唑,埃索美拉唑,,,埃索美拉唑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
244,甲氧氯普胺,甲氧氯普胺,,,甲氧氯普胺，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
245,乳果糖,乳果糖,,,乳果糖，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
246,聚乙二醇,聚乙二醇,,,聚乙二醇，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
247,消旋卡多曲,消旋卡多曲,,,消旋卡多曲，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
248,匹维溴铵,匹维溴铵,,,匹维溴铵，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
249,曲美布汀,曲美布汀,,,曲美布汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
250,马来酸曲美布汀,马来酸曲美布汀,,,马来酸曲美布汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
251,熊去氧胆酸,熊去氧胆酸,,,熊去氧胆酸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
252,复方甘草酸苷,复方甘草酸苷,,,复方甘草酸苷，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
253,还原型谷胱甘肽,还原型谷胱甘肽,,,还原型谷胱甘肽，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
254,硫糖铝,硫糖铝,,,硫糖铝，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
255,胶体果胶铋,胶体果胶铋,,,胶体果胶铋，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
256,铝镁加混悬液,铝镁加混悬液,,,铝镁加混悬液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
257,法莫替丁,法莫替丁,,,法莫替丁，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
258,雷尼替丁,雷尼替丁,,,雷尼替丁，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
259,西咪替丁,西咪替丁,,,西咪替丁，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
260,地氯雷他定,地氯雷他定,,,地氯雷他定，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
261,左西替利嗪,左西替利嗪,,,左西替利嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
262,苯海拉明,苯海拉明,,,苯海拉明，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
263,氯苯那敏,氯苯那敏,,,氯苯那敏，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
264,赛庚啶,赛庚啶,,,赛庚啶，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
265,阿伐斯汀,阿伐斯汀,,,阿伐斯汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
266,氮䓬斯汀,氮䓬斯汀,,,氮䓬斯汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
267,卢帕他定,卢帕他定,,,卢帕他定，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
268,比拉斯汀,比拉斯汀,,,比拉斯汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
269,糠酸莫米松,糠酸莫米松,,,糠酸莫米松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
270,卤米松,卤米松,,,卤米松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
271,哈西奈德,哈西奈德,,,哈西奈德，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
272,他克莫司,他克莫司,,,他克莫司，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
273,吡美莫司,吡美莫司,,,吡美莫司，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
274,丁酸氢化可的松,丁酸氢化可的松,,,丁酸氢化可的松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
275,醋酸曲安奈德,醋酸曲安奈德,,,醋酸曲安奈德，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
276,氟轻松,氟轻松,,,氟轻松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
277,复方醋酸地塞米松,复方醋酸地塞米松,,,复方醋酸地塞米松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
278,咪喹莫特,咪喹莫特,,,咪喹莫特，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
279,重组人表皮生长因子,重组人表皮生长因子,,,重组人表皮生长因子，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
280,硝酸甘油,硝酸甘油,,,硝酸甘油，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
281,达比加群酯,达比加群酯,,,达比加群酯，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
282,阿司匹林肠溶片,阿司匹林肠溶片,,,阿司匹林肠溶片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
283,替格瑞洛,替格瑞洛,,,替格瑞洛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
284,吲哚布芬,吲哚布芬,,,吲哚布芬，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
285,普萘洛尔,普萘洛尔,,,普萘洛尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
286,曲美他嗪,曲美他嗪,,,曲美他嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
287,尼可地尔,尼可地尔,,,尼可地尔，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
