id,name,pinyin,aliases,common_brands,indications,contraindications,dosage,side_effects,precautions,storage,pregnancy_level,pregnancy_desc,lactation_level,lactation_desc,children_usable,children_desc,is_hot,is_active
288,通心络,通心络,,,通心络，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
289,速效救心丸,速效救心丸,,,速效救心丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
290,藿香正气水,藿香正气水,,,藿香正气水，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
291,牛黄解毒片,牛黄解毒片,,,牛黄解毒片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
292,金银花露,金银花露,,,金银花露，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
293,感冒灵颗粒,感冒灵颗粒,,,感冒灵颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
294,维C银翘片,维c银翘片,,,维C银翘片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
295,999感冒灵,999感冒灵,,,999感冒灵，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
296,感康,感康,,,感康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
297,快克,快克,,,快克，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
298,泰诺,泰诺,,,泰诺，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
299,白加黑,白加黑,,,白加黑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
300,日夜百服咛,日夜百服咛,,,日夜百服咛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
301,同仁堂感冒清热颗粒,同仁堂感冒清热颗粒,,,同仁堂感冒清热颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
302,小柴胡颗粒,小柴胡颗粒,,,小柴胡颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
303,正柴胡饮颗粒,正柴胡饮颗粒,,,正柴胡饮颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
304,999胃泰,999胃泰,,,999胃泰，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
305,三九胃泰,三九胃泰,,,三九胃泰，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
306,胃苏颗粒,胃苏颗粒,,,胃苏颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
307,气滞胃痛颗粒,气滞胃痛颗粒,,,气滞胃痛颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
308,温胃舒,温胃舒,,,温胃舒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
309,养胃舒,养胃舒,,,养胃舒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
310,舒肝健胃丸,舒肝健胃丸,,,舒肝健胃丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
311,香砂养胃丸,香砂养胃丸,,,香砂养胃丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
312,保和丸,保和丸,,,保和丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
313,补中益气丸,补中益气丸,,,补中益气丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
314,归脾丸,归脾丸,,,归脾丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
315,附子理中丸,附子理中丸,,,附子理中丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
316,参苓白术散,参苓白术散,,,参苓白术散，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
317,藿香正气丸,藿香正气丸,,,藿香正气丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
318,维生素B1,维生素b1,,,维生素B1，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
319,维生素B2,维生素b2,,,维生素B2，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
320,维生素B6,维生素b6,,,维生素B6，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
321,维生素B12,维生素b12,,,维生素B12，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
322,多维元素片,多维元素片,,,多维元素片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
323,21金维他,21金维他,,,21金维他，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
324,善存,善存,,,善存，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
325,金施尔康,金施尔康,,,金施尔康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
326,生理盐水,生理盐水,,,生理盐水，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
327,氯化钾缓释片,氯化钾缓释片,,,氯化钾缓释片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
328,葡萄糖酸钙,葡萄糖酸钙,,,葡萄糖酸钙，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
329,碳酸钙D3,碳酸钙d3,,,碳酸钙D3，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
330,枸橼酸钙,枸橼酸钙,,,枸橼酸钙，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
331,乳酸钙,乳酸钙,,,乳酸钙，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
332,龙牡壮骨颗粒,龙牡壮骨颗粒,,,龙牡壮骨颗粒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
333,葡萄糖酸钙口服液,葡萄糖酸钙口服液,,,葡萄糖酸钙口服液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
334,氨糖美,氨糖美,,,氨糖美，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
335,硫酸氨基葡萄糖,硫酸氨基葡萄糖,,,硫酸氨基葡萄糖，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
336,盐酸氨基葡萄糖,盐酸氨基葡萄糖,,,盐酸氨基葡萄糖，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
337,玻璃酸钠,玻璃酸钠,,,玻璃酸钠，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
338,硫酸软骨素,硫酸软骨素,,,硫酸软骨素，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
339,透明质酸钠,透明质酸钠,,,透明质酸钠，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
340,盐酸氨溴索,盐酸氨溴索,,,盐酸氨溴索，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
341,溴己新,溴己新,,,溴己新，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
342,乙酰半胱氨酸,乙酰半胱氨酸,,,乙酰半胱氨酸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
343,福多司坦,福多司坦,,,福多司坦，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
344,厄多司坦,厄多司坦,,,厄多司坦，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
345,右美沙芬,右美沙芬,,,右美沙芬，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
346,喷托维林,喷托维林,,,喷托维林，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
347,氨茶碱,氨茶碱,,,氨茶碱，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
348,多索茶碱,多索茶碱,,,多索茶碱，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
349,二羟丙茶碱,二羟丙茶碱,,,二羟丙茶碱，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
350,布地奈德,布地奈德,,,布地奈德，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
351,丙酸氟替卡松,丙酸氟替卡松,,,丙酸氟替卡松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
352,沙丁胺醇,沙丁胺醇,,,沙丁胺醇，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
353,异丙托溴铵,异丙托溴铵,,,异丙托溴铵，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
354,噻托溴铵,噻托溴铵,,,噻托溴铵，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
355,孟鲁司特钠,孟鲁司特钠,,,孟鲁司特钠，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
356,扎鲁司特,扎鲁司特,,,扎鲁司特，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
357,普仑司特,普仑司特,,,普仑司特，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
358,福莫特罗,福莫特罗,,,福莫特罗，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
359,沙美特罗,沙美特罗,,,沙美特罗，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
360,妥洛特罗,妥洛特罗,,,妥洛特罗，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
361,氟替卡松,氟替卡松,,,氟替卡松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
362,莫米松,莫米松,,,莫米松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
363,倍氯米松,倍氯米松,,,倍氯米松，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
364,坦索罗辛,坦索罗辛,,,坦索罗辛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
365,非那雄胺,非那雄胺,,,非那雄胺，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
366,坦洛新,坦洛新,,,坦洛新，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
367,哈乐,哈乐,,,哈乐，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
368,保列治,保列治,,,保列治，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
369,普适泰,普适泰,,,普适泰，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
370,特拉唑嗪,特拉唑嗪,,,特拉唑嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
371,多沙唑嗪,多沙唑嗪,,,多沙唑嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
372,阿夫唑嗪,阿夫唑嗪,,,阿夫唑嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
373,索利那新,索利那新,,,索利那新，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
374,前列康,前列康,,,前列康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
375,前列舒通,前列舒通,,,前列舒通，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
376,癃闭舒,癃闭舒,,,癃闭舒，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
377,宁泌泰,宁泌泰,,,宁泌泰，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
378,优利福,优利福,,,优利福，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
379,翁沥通,翁沥通,,,翁沥通，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
380,癃清片,癃清片,,,癃清片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
381,盐酸坦索罗辛,盐酸坦索罗辛,,,盐酸坦索罗辛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
382,盐酸特拉唑嗪,盐酸特拉唑嗪,,,盐酸特拉唑嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
383,布洛芬缓释胶囊,布洛芬缓释胶囊,,,布洛芬缓释胶囊，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
384,双氯芬酸钠肠溶片,双氯芬酸钠肠溶片,,,双氯芬酸钠肠溶片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
385,塞来昔布胶囊,塞来昔布胶囊,,,塞来昔布胶囊，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
386,依托考昔片,依托考昔片,,,依托考昔片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
387,美洛昔康片,美洛昔康片,,,美洛昔康片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
388,吡罗昔康片,吡罗昔康片,,,吡罗昔康片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
389,氯诺昔康片,氯诺昔康片,,,氯诺昔康片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
390,奈普生胶囊,奈普生胶囊,,,奈普生胶囊，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
391,吲哚美辛胶囊,吲哚美辛胶囊,,,吲哚美辛胶囊，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
392,对乙酰氨基酚片,对乙酰氨基酚片,,,对乙酰氨基酚片，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
393,复方对乙酰氨基酚,复方对乙酰氨基酚,,,复方对乙酰氨基酚，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
394,氨酚伪麻美芬,氨酚伪麻美芬,,,氨酚伪麻美芬，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
395,酚麻美敏,酚麻美敏,,,酚麻美敏，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
396,氨酚烷那那,氨酚烷那那,,,氨酚烷那那，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
397,氨酚黄那敏,氨酚黄那敏,,,氨酚黄那敏，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
398,美敏伪麻溶液,美敏伪麻溶液,,,美敏伪麻溶液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
399,必理通,必理通,,,必理通，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
400,新康泰克,新康泰克,,,新康泰克，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
401,感冒灵,感冒灵,,,感冒灵，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
402,银翘解毒丸,银翘解毒丸,,,银翘解毒丸，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
403,抗病毒口服液,抗病毒口服液,,,抗病毒口服液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
404,左甲状腺素钠,左甲状腺素钠,,,左甲状腺素钠，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
405,优甲乐,优甲乐,,,优甲乐，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
406,雷替斯,雷替斯,,,雷替斯，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
407,甲巯咪唑,甲巯咪唑,,,甲巯咪唑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
408,丙硫氧嘧啶,丙硫氧嘧啶,,,丙硫氧嘧啶，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
409,格列本脲,格列本脲,,,格列本脲，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
410,度拉糖肽,度拉糖肽,,,度拉糖肽，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
411,司美格鲁肽,司美格鲁肽,,,司美格鲁肽，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
412,卡格列净,卡格列净,,,卡格列净，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
413,盐酸舍曲林,盐酸舍曲林,,,盐酸舍曲林，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
414,氟西汀,氟西汀,,,氟西汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
415,帕罗西汀,帕罗西汀,,,帕罗西汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
416,西酞普兰,西酞普兰,,,西酞普兰，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
417,艾司西酞普兰,艾司西酞普兰,,,艾司西酞普兰，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
418,文拉法辛,文拉法辛,,,文拉法辛，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
419,度洛西汀,度洛西汀,,,度洛西汀，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
420,氟伏沙明,氟伏沙明,,,氟伏沙明，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
421,曲唑酮,曲唑酮,,,曲唑酮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
422,米氮平,米氮平,,,米氮平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
423,阿普唑仑,阿普唑仑,,,阿普唑仑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
424,艾司唑仑,艾司唑仑,,,艾司唑仑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
425,劳拉西泮,劳拉西泮,,,劳拉西泮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
426,氯硝西泮,氯硝西泮,,,氯硝西泮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
427,地西泮,地西泮,,,地西泮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
428,氯氮平,氯氮平,,,氯氮平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
429,奥氮平,奥氮平,,,奥氮平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
430,喹硫平,喹硫平,,,喹硫平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
431,利培酮,利培酮,,,利培酮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
432,阿立哌唑,阿立哌唑,,,阿立哌唑，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
433,齐拉西酮,齐拉西酮,,,齐拉西酮，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
434,阿塞那平,阿塞那平,,,阿塞那平，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
435,碳酸锂,碳酸锂,,,碳酸锂，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
436,丙戊酸钠,丙戊酸钠,,,丙戊酸钠，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
437,拉莫三嗪,拉莫三嗪,,,拉莫三嗪，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
438,加巴喷丁,加巴喷丁,,,加巴喷丁，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
439,普瑞巴林,普瑞巴林,,,普瑞巴林，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
440,左氧氟沙星滴眼液,左氧氟沙星滴眼液,,,左氧氟沙星滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
441,氧氟沙星滴眼液,氧氟沙星滴眼液,,,氧氟沙星滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
442,妥布霉素滴眼液,妥布霉素滴眼液,,,妥布霉素滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
443,红霉素眼膏,红霉素眼膏,,,红霉素眼膏，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
444,金霉素眼膏,金霉素眼膏,,,金霉素眼膏，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
445,氯霉素滴眼液,氯霉素滴眼液,,,氯霉素滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
446,利福平滴眼液,利福平滴眼液,,,利福平滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
447,夫西地酸钠滴眼液,夫西地酸钠滴眼液,,,夫西地酸钠滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
448,更昔洛韦眼用凝胶,更昔洛韦眼用凝胶,,,更昔洛韦眼用凝胶，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
449,阿昔洛韦滴眼液,阿昔洛韦滴眼液,,,阿昔洛韦滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
450,重组人表皮生长因子滴眼液,重组人表皮生长因子滴眼液,,,重组人表皮生长因子滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
451,玻璃酸钠滴眼液,玻璃酸钠滴眼液,,,玻璃酸钠滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
452,羧甲基纤维素钠滴眼液,羧甲基纤维素钠滴眼液,,,羧甲基纤维素钠滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
453,聚乙烯醇滴眼液,聚乙烯醇滴眼液,,,聚乙烯醇滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
454,七叶洋地黄双苷滴眼液,七叶洋地黄双苷滴眼液,,,七叶洋地黄双苷滴眼液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
455,小牛血去蛋白提取物眼用凝胶,小牛血去蛋白提取物眼用凝胶,,,小牛血去蛋白提取物眼用凝胶，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
456,糠酸莫米松鼻喷雾剂,糠酸莫米松鼻喷雾剂,,,糠酸莫米松鼻喷雾剂，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
457,丙酸氟替卡松鼻气雾剂,丙酸氟替卡松鼻气雾剂,,,丙酸氟替卡松鼻气雾剂，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
458,布地奈德鼻喷雾剂,布地奈德鼻喷雾剂,,,布地奈德鼻喷雾剂，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
459,盐酸羟甲唑啉喷雾剂,盐酸羟甲唑啉喷雾剂,,,盐酸羟甲唑啉喷雾剂，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
460,盐酸赛洛唑啉滴鼻液,盐酸赛洛唑啉滴鼻液,,,盐酸赛洛唑啉滴鼻液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
461,呋麻滴鼻液,呋麻滴鼻液,,,呋麻滴鼻液，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
462,藿胆鼻喷雾剂,藿胆鼻喷雾剂,,,藿胆鼻喷雾剂，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
463,鼻炎康,鼻炎康,,,鼻炎康，详见说明书,详见说明书,详见说明书,详见说明书,详见说明书,,,,,,True,,True,True
